timestamp,cpu_volt,cpu_curr,cpu_power,cpu_avg_power,gpu_volt,gpu_curr,gpu_power,gpu_avg_power,total_volt,total_curr,total_power,total_avg_power
2024-09-22 13:15:46,5168,48,248,206,5168,0,0,0,5168,344,1775,1768
2024-09-22 13:15:47,5176,32,165,185,5176,0,0,0,5176,336,1739,1753
2024-09-22 13:15:48,5168,48,248,216,5168,0,0,0,5168,352,1860,1806
2024-09-22 13:15:49,5168,32,165,190,5168,0,0,0,5168,344,1777,1791
2024-09-22 13:15:50,5168,40,206,198,5168,0,0,0,5168,352,1819,1805
2024-09-22 13:15:51,5168,32,165,181,5168,0,0,0,5168,336,1777,1791
2024-09-22 13:15:52,5176,32,165,173,5176,0,0,0,5176,336,1739,1765
2024-09-22 13:15:53,5176,32,165,169,5176,0,0,0,5176,328,1739,1752
2024-09-22 13:15:54,5176,32,165,167,5168,0,0,0,5168,336,1736,1744
2024-09-22 13:15:55,5176,40,206,186,5168,0,0,0,5168,344,1819,1781
2024-09-22 13:15:56,5176,32,165,175,5168,0,0,0,5168,336,1736,1758
2024-09-22 13:15:57,5176,32,165,170,5176,0,0,0,5176,336,1739,1748
2024-09-22 13:15:58,5176,32,165,167,5176,0,0,0,5176,344,1777,1762
2024-09-22 13:15:59,5176,32,165,166,5168,0,0,0,5168,336,1736,1749
2024-09-22 13:16:00,5168,32,165,165,5168,8,41,20,5168,352,1819,1784
2024-09-22 13:16:01,5176,40,206,185,5168,0,0,10,5168,336,1777,1780
2024-09-22 13:16:02,5176,24,165,175,5176,0,0,5,5176,336,1739,1759
2024-09-22 13:16:03,5176,40,206,190,5168,0,0,2,5168,344,1777,1768
2024-09-22 13:16:04,5176,32,165,177,5168,0,0,1,5168,336,1777,1772
2024-09-22 13:16:05,5176,40,206,191,5176,0,0,0,5176,336,1739,1755
2024-09-22 13:16:06,5176,32,165,178,5168,0,0,0,5168,336,1777,1766
2024-09-22 13:16:07,5176,32,165,171,5176,0,0,0,5176,336,1739,1752
2024-09-22 13:16:08,5176,32,165,168,5176,0,0,0,5176,336,1739,1745
2024-09-22 13:16:09,5168,40,206,187,5168,0,0,0,5168,344,1819,1782
2024-09-22 13:16:10,5168,40,248,217,5168,0,0,0,5176,344,1780,1781
2024-09-22 13:16:11,5168,48,248,232,5168,0,0,0,5168,352,1819,1800
2024-09-22 13:16:12,5168,48,248,240,5168,0,0,0,5168,352,1819,1809
2024-09-22 13:16:13,5176,32,206,223,5168,0,0,0,5168,336,1777,1793
2024-09-22 13:16:14,5176,32,165,194,5168,0,0,0,5168,344,1819,1806
2024-09-22 13:16:15,5176,32,165,179,5176,0,0,0,5176,336,1780,1793
2024-09-22 13:16:16,5176,32,165,172,5168,0,0,0,5168,336,1777,1785
2024-09-22 13:16:17,5176,32,165,168,5176,0,0,0,5176,344,1819,1802
2024-09-22 13:16:18,5176,24,165,166,5168,0,0,0,5176,344,1819,1810
2024-09-22 13:16:19,5176,32,165,165,5176,0,0,0,5176,336,1736,1773
2024-09-22 13:16:20,5176,32,165,165,5176,0,0,0,5176,336,1739,1756
2024-09-22 13:16:21,5176,32,206,185,5168,0,0,0,5168,336,1736,1746
2024-09-22 13:16:22,5176,32,165,175,5176,0,0,0,5176,336,1739,1742
2024-09-22 13:16:23,5176,32,165,170,5176,0,0,0,5176,336,1780,1761
2024-09-22 13:16:24,5176,24,165,167,5176,0,0,0,5176,328,1697,1729
2024-09-22 13:16:25,5168,32,165,166,5168,0,0,0,5168,344,1816,1772
2024-09-22 13:16:26,5176,24,165,165,5168,0,0,0,5168,336,1736,1754
2024-09-22 13:16:27,5176,32,165,165,5176,0,0,0,5176,336,1739,1746
2024-09-22 13:16:28,5176,32,165,165,5168,0,0,0,5168,336,1736,1741
2024-09-22 13:16:29,5176,24,165,165,5176,0,0,0,5176,336,1736,1738
2024-09-22 13:16:30,5176,24,124,144,5176,0,0,0,5176,328,1697,1717
2024-09-22 13:16:31,5176,32,165,154,5168,0,0,0,5168,336,1736,1726
2024-09-22 13:16:32,5144,128,658,406,5144,0,0,0,5144,480,2465,2095
2024-09-22 13:16:33,5136,168,862,634,5136,0,0,0,5136,504,2588,2341
2024-09-22 13:16:34,5176,40,206,420,5168,0,0,0,5168,344,1777,2059
2024-09-22 13:16:35,5168,40,206,313,5160,0,0,0,5160,352,1816,1937
2024-09-22 13:16:36,5176,32,165,239,5168,0,0,0,5168,336,1736,1836
2024-09-22 13:16:37,5176,24,124,181,5176,0,0,0,5176,336,1739,1787
2024-09-22 13:16:38,5176,24,124,152,5168,0,0,0,5168,336,1736,1761
2024-09-22 13:16:39,5176,32,165,158,5168,0,0,0,5168,336,1736,1748
2024-09-22 13:16:40,5176,32,165,161,5176,0,0,0,5176,336,1739,1743
2024-09-22 13:16:41,5176,32,165,163,5168,0,0,0,5168,328,1736,1739
2024-09-22 13:16:43,5176,24,124,143,5176,0,0,0,5176,336,1739,1739
2024-09-22 13:16:44,5176,32,165,154,5176,0,0,0,5176,336,1739,1739
2024-09-22 13:16:45,5160,48,288,221,5160,0,0,0,5160,352,1816,1777
2024-09-22 13:16:46,5176,32,165,193,5176,0,0,0,5176,336,1739,1758
2024-09-22 13:16:47,5160,32,165,179,5160,0,0,0,5160,336,1733,1745
2024-09-22 13:16:48,5160,48,247,213,5160,0,0,0,5160,336,1775,1760
2024-09-22 13:16:49,5160,88,454,333,5160,0,0,0,5160,392,2022,1891
2024-09-22 13:16:50,5152,88,453,393,5152,0,0,0,5152,384,1978,1934
2024-09-22 13:16:51,5144,112,576,484,5144,0,0,0,5144,408,2098,2016
2024-09-22 13:16:52,5152,96,494,489,5152,0,0,0,5152,400,2060,2038
2024-09-22 13:16:53,5144,88,452,470,5144,0,0,0,5144,392,2057,2047
2024-09-22 13:16:54,5160,32,165,317,5160,0,0,0,5160,344,1775,1911
2024-09-22 13:16:55,5168,48,289,303,5160,0,0,0,5160,376,1940,1925
2024-09-22 13:16:56,5160,40,247,275,5160,0,0,0,5160,352,1816,1870
2024-09-22 13:16:57,5160,32,165,220,5160,0,0,0,5160,336,1733,1801
2024-09-22 13:16:58,5152,96,535,377,5152,0,0,0,5152,400,2060,1930
2024-09-22 13:16:59,5160,32,165,271,5160,0,0,0,5160,336,1733,1831
2024-09-22 13:17:00,5176,24,165,218,5176,0,0,0,5176,328,1739,1785
2024-09-22 13:17:01,5168,32,165,191,5160,8,41,20,5160,344,1775,1780
2024-09-22 13:17:02,5176,32,206,198,5168,0,0,10,5168,344,1777,1778
2024-09-22 13:17:03,5176,32,165,181,5176,0,0,5,5176,336,1739,1758
2024-09-22 13:17:04,5168,32,165,173,5168,0,0,2,5168,344,1777,1767
2024-09-22 13:17:05,5144,96,493,333,5144,0,0,1,5144,400,2057,1912
2024-09-22 13:17:06,5144,88,452,392,5144,0,0,0,5152,392,2016,1964
2024-09-22 13:17:07,5144,96,493,442,5144,0,0,0,5152,392,2019,1991
2024-09-22 13:17:08,5152,96,494,468,5152,0,0,0,5152,400,2060,2025
2024-09-22 13:17:09,5160,96,536,502,5160,0,0,0,5160,400,2064,2044
2024-09-22 13:17:10,5152,104,535,518,5152,0,0,0,5152,408,2102,2073
2024-09-22 13:17:11,5144,104,534,526,5144,0,0,0,5152,400,2060,2066
2024-09-22 13:17:12,5160,96,495,510,5152,0,0,0,5160,400,2064,2065
2024-09-22 13:17:13,5168,32,165,337,5160,0,0,0,5168,328,1733,1899
2024-09-22 13:17:14,5176,24,124,230,5176,0,0,0,5176,328,1697,1798
2024-09-22 13:17:15,5176,32,165,197,5176,0,0,0,5176,336,1739,1768
2024-09-22 13:17:16,5176,32,165,181,5176,0,0,0,5176,336,1780,1774
2024-09-22 13:17:17,5168,32,165,173,5168,0,0,0,5168,336,1736,1755
2024-09-22 13:17:18,5176,32,165,169,5168,0,0,0,5168,336,1736,1745
2024-09-22 13:17:19,5176,32,165,167,5176,0,0,0,5176,328,1739,1742
2024-09-22 13:17:20,5168,32,165,166,5168,0,0,0,5168,336,1733,1737
2024-09-22 13:17:21,5168,32,165,165,5168,0,0,0,5168,328,1695,1716
2024-09-22 13:17:22,5176,32,165,165,5176,0,0,0,5176,328,1739,1727
2024-09-22 13:17:23,5168,32,165,165,5160,0,0,0,5168,328,1733,1730
2024-09-22 13:17:24,5176,32,165,165,5176,0,0,0,5176,328,1697,1713
2024-09-22 13:17:25,5176,32,165,165,5176,0,0,0,5176,336,1739,1726
2024-09-22 13:17:26,5176,40,207,186,5176,0,0,0,5176,336,1739,1732
2024-09-22 13:17:27,5176,32,165,175,5176,0,0,0,5176,328,1739,1735
2024-09-22 13:17:28,5160,48,288,231,5152,0,0,0,5160,368,1895,1815
2024-09-22 13:17:29,5168,56,289,260,5168,0,0,0,5168,360,1860,1837
2024-09-22 13:17:30,5168,64,330,295,5168,0,0,0,5168,368,1901,1869
2024-09-22 13:17:31,5168,64,330,312,5168,0,0,0,5168,368,1901,1885
2024-09-22 13:17:32,5168,24,124,218,5168,0,0,0,5168,328,1736,1810
2024-09-22 13:17:33,5168,24,165,191,5168,0,0,0,5160,336,1733,1771
2024-09-22 13:17:34,5176,32,165,178,5176,0,0,0,5176,336,1739,1755
2024-09-22 13:17:35,5168,32,165,171,5168,0,0,0,5168,336,1733,1744
2024-09-22 13:17:36,5176,32,165,168,5176,0,0,0,5176,328,1739,1741
2024-09-22 13:17:37,5168,24,165,166,5168,0,0,0,5168,328,1733,1737
2024-09-22 13:17:38,5176,32,165,165,5176,0,0,0,5176,336,1780,1758
2024-09-22 13:17:39,5168,32,165,165,5168,0,0,0,5168,336,1733,1745
2024-09-22 13:17:40,5176,32,165,165,5176,0,0,0,5176,336,1739,1742
2024-09-22 13:17:41,5176,32,165,165,5176,0,0,0,5176,336,1739,1740
2024-09-22 13:17:42,5168,32,165,165,5168,0,0,0,5168,336,1736,1738
2024-09-22 13:17:43,5168,24,124,144,5168,0,0,0,5168,328,1733,1735
2024-09-22 13:17:44,5168,24,165,154,5168,0,0,0,5168,328,1736,1735
2024-09-22 13:17:45,5168,32,165,159,5168,0,0,0,5168,336,1733,1734
2024-09-22 13:17:46,5176,32,165,162,5176,0,0,0,5176,336,1739,1736
2024-09-22 13:17:47,5176,32,165,163,5176,0,0,0,5176,344,1780,1758
2024-09-22 13:17:48,5176,40,207,185,5176,0,0,0,5176,336,1739,1748
2024-09-22 13:17:49,5176,32,165,175,5176,0,0,0,5176,328,1739,1743
2024-09-22 13:17:50,5168,32,165,170,5168,0,0,0,5168,336,1736,1739
2024-09-22 13:17:51,5176,24,124,147,5176,0,0,0,5176,336,1739,1739
2024-09-22 13:17:52,5176,32,165,156,5176,0,0,0,5176,336,1739,1739
2024-09-22 13:17:53,5176,32,165,160,5176,0,0,0,5176,336,1739,1739
2024-09-22 13:17:54,5168,32,165,162,5168,0,0,0,5168,336,1736,1737
2024-09-22 13:17:55,5168,32,165,163,5168,0,0,0,5160,336,1733,1735
2024-09-22 13:17:56,5176,32,165,164,5176,0,0,0,5176,336,1739,1737
2024-09-22 13:17:57,5168,32,165,164,5168,0,0,0,5168,336,1736,1736
2024-09-22 13:17:58,5176,32,165,164,5176,0,0,0,5176,336,1777,1756
2024-09-22 13:17:59,5168,32,206,185,5160,0,0,0,5160,344,1775,1765
2024-09-22 13:18:00,5176,32,165,175,5176,0,0,0,5176,336,1736,1750
2024-09-22 13:18:01,5168,32,165,170,5160,8,41,20,5160,352,1816,1783
2024-09-22 13:18:02,5168,40,206,188,5168,0,0,10,5168,344,1777,1780
2024-09-22 13:18:03,5168,48,248,218,5168,0,0,5,5168,344,1777,1778
2024-09-22 13:18:04,5168,48,248,233,5168,0,0,2,5168,352,1819,1798
2024-09-22 13:18:05,5160,40,247,240,5160,0,0,1,5160,368,1940,1869
2024-09-22 13:18:06,5168,56,289,264,5168,0,0,0,5168,352,1860,1864
2024-09-22 13:18:07,5168,32,165,214,5168,0,0,0,5168,328,1736,1800
2024-09-22 13:18:08,5176,24,124,169,5176,0,0,0,5176,328,1697,1748
2024-09-22 13:18:09,5176,32,165,167,5176,0,0,0,5176,328,1697,1722
2024-09-22 13:18:10,5176,24,165,166,5176,0,0,0,5176,328,1739,1730
2024-09-22 13:18:11,5168,32,165,165,5168,0,0,0,5168,336,1733,1731
2024-09-22 13:18:12,5160,88,454,309,5160,0,0,0,5160,400,2064,1897
2024-09-22 13:18:13,5160,96,495,402,5160,0,0,0,5160,392,2022,1959
2024-09-22 13:18:14,5160,88,454,428,5160,0,0,0,5160,400,2060,2009
2024-09-22 13:18:15,5160,96,495,461,5160,0,0,0,5160,392,2022,2015
2024-09-22 13:18:16,5160,88,454,457,5160,0,0,0,5160,392,2022,2018
2024-09-22 13:18:17,5160,88,495,476,5160,0,0,0,5160,400,2064,2041
2024-09-22 13:18:18,5160,88,454,465,5160,0,0,0,5160,392,2022,2031
2024-09-22 13:18:19,5160,88,495,480,5160,0,0,0,5160,392,2022,2026
2024-09-22 13:18:20,5160,88,454,467,5160,0,0,0,5160,392,2022,2024
2024-09-22 13:18:21,5160,88,454,460,5160,0,0,0,5160,400,2064,2044
2024-09-22 13:18:22,5152,88,453,456,5152,0,0,0,5160,376,1937,1990
2024-09-22 13:18:23,5160,88,454,455,5160,0,0,0,5160,392,2064,2027
2024-09-22 13:18:24,5160,96,495,475,5160,0,0,0,5160,392,2022,2024
2024-09-22 13:18:25,5160,88,454,464,5160,0,0,0,5160,392,2022,2023
2024-09-22 13:18:26,5160,96,495,479,5160,0,0,0,5160,392,2022,2022
2024-09-22 13:18:27,5160,96,495,487,5160,0,0,0,5160,392,2022,2022
2024-09-22 13:18:28,5152,104,535,511,5160,0,0,0,5160,400,2064,2043
2024-09-22 13:18:29,5152,112,577,544,5152,0,0,0,5160,400,2064,2053
2024-09-22 13:18:30,5152,104,535,539,5152,0,0,0,5152,416,2143,2098
2024-09-22 13:18:31,5152,120,618,578,5152,0,0,0,5152,416,2143,2120
2024-09-22 13:18:32,5160,96,494,536,5152,0,0,0,5152,424,2184,2152
2024-09-22 13:18:33,5160,96,495,515,5160,0,0,0,5160,400,2064,2108
2024-09-22 13:18:34,5160,88,454,484,5160,0,0,0,5160,392,2022,2065
2024-09-22 13:18:35,5160,88,495,489,5160,0,0,0,5160,392,2022,2043
2024-09-22 13:18:36,5160,88,454,471,5160,0,0,0,5160,384,1981,2012
2024-09-22 13:18:37,5152,88,494,482,5152,0,0,0,5152,392,2019,2015
2024-09-22 13:18:38,5160,88,454,468,5160,0,0,0,5160,384,2022,2018
2024-09-22 13:18:39,5160,88,454,461,5160,0,0,0,5160,392,2022,2020
2024-09-22 13:18:40,5160,96,495,478,5160,0,0,0,5160,384,2022,2021
2024-09-22 13:18:41,5160,88,454,466,5160,0,0,0,5160,400,2064,2042
2024-09-22 13:18:42,5160,96,495,480,5160,0,0,0,5160,392,2022,2032
2024-09-22 13:18:43,5160,88,454,467,5160,0,0,0,5160,392,2022,2027
2024-09-22 13:18:44,5160,96,495,481,5160,0,0,0,5160,392,2022,2024
2024-09-22 13:18:45,5160,88,454,467,5160,0,0,0,5160,384,2022,2023
2024-09-22 13:18:46,5160,88,454,460,5160,0,0,0,5160,400,2064,2043
2024-09-22 13:18:47,5160,88,495,477,5160,0,0,0,5160,384,2022,2032
2024-09-22 13:18:48,5160,88,454,465,5160,0,0,0,5160,384,1981,2006
2024-09-22 13:18:49,5160,96,495,480,5160,0,0,0,5160,384,1981,1993
2024-09-22 13:18:50,5160,88,454,467,5160,0,0,0,5160,400,2064,2028
2024-09-22 13:18:51,5160,96,495,481,5160,0,0,0,5160,392,2022,2025
2024-09-22 13:19:09,5128,208,1066,1066,5128,0,0,0,5128,512,2666,2666
2024-09-22 13:19:10,5176,24,165,615,5168,8,41,20,5168,368,1898,2282
2024-09-22 13:19:11,5176,24,124,369,5176,0,0,10,5176,328,1697,1989
2024-09-22 13:19:12,5176,24,165,267,5176,0,0,5,5176,328,1697,1843
2024-09-22 13:19:13,5176,24,124,195,5176,0,0,2,5176,328,1697,1770
2024-09-22 13:19:14,5176,24,124,159,5176,0,0,1,5176,328,1697,1733
2024-09-22 13:19:15,5176,24,124,141,5176,0,0,0,5176,328,1697,1715
2024-09-22 13:19:16,5168,24,165,153,5168,0,0,0,5168,328,1695,1705
2024-09-22 13:19:17,5176,24,124,138,5176,0,0,0,5176,328,1697,1701
2024-09-22 13:19:18,5176,24,124,131,5176,0,0,0,5176,328,1697,1699
2024-09-22 13:27:42,5040,480,2419,2419,5040,0,0,0,5040,848,4273,4273
2024-09-22 13:27:43,5024,568,2853,2636,5032,8,40,20,5032,880,4387,4330
2024-09-22 13:27:44,5008,576,2884,2760,5016,0,0,10,5016,912,4581,4455
2024-09-22 13:27:45,5000,608,3040,2900,5000,0,0,5,5008,952,4807,4631
2024-09-22 13:27:46,5016,584,2929,2914,5016,0,0,2,5024,904,4541,4586
2024-09-22 13:27:47,5024,536,2692,2803,5024,0,0,1,5032,888,4468,4527
2024-09-22 13:27:48,5016,592,2969,2886,5024,0,0,0,5032,888,4468,4497
2024-09-22 13:27:49,5152,104,535,1710,5152,0,0,0,5144,424,2222,3359
2024-09-22 13:27:50,5088,344,1753,1731,5096,0,0,0,5104,608,3062,3210
2024-09-22 13:27:51,5160,88,454,1092,5160,0,0,0,5160,384,1981,2595
2024-09-22 13:38:35,5000,632,3200,3200,5008,0,0,0,5016,952,4815,4815
2024-09-22 13:38:36,5000,632,3160,3180,5000,8,40,20,5008,960,4767,4791
2024-09-22 13:38:37,5024,608,3049,3114,5016,0,0,10,5024,904,4541,4666
2024-09-22 13:38:39,5000,592,2960,3037,5008,0,0,5,5008,936,4694,4680
2024-09-22 13:38:40,5016,568,2849,2943,5016,0,0,2,5024,904,4541,4610
2024-09-22 13:38:41,5024,568,2853,2898,5024,0,0,1,5024,888,4461,4535
2024-09-22 13:38:42,5104,272,1390,2144,5112,0,0,0,5120,544,2785,3660
2024-09-22 13:38:43,5024,592,3014,2579,5032,0,0,0,5032,880,4394,4027
2024-09-22 13:38:44,5008,592,2964,2771,5016,0,0,0,5016,920,4614,4320
2024-09-22 13:38:45,5016,592,3009,2890,5024,0,0,0,5024,896,4501,4410
2024-09-22 13:38:46,5072,416,2069,2479,5080,0,0,0,5088,664,3342,3876
2024-09-22 13:38:47,5104,304,1551,2015,5104,0,0,0,5104,584,2980,3428
2024-09-22 13:38:48,5008,608,3044,2529,5016,0,0,0,5016,912,4574,4001
2024-09-22 13:38:49,5016,600,3009,2769,5016,0,0,0,5016,912,4574,4287
2024-09-22 13:38:50,5024,568,2853,2811,5024,0,0,0,5024,888,4461,4374
2024-09-22 13:38:51,5008,592,2964,2887,5016,0,0,0,5024,904,4534,4454
2024-09-22 13:38:52,5136,152,780,1833,5128,0,0,0,5128,488,2539,3496
2024-09-22 13:38:53,5032,520,2616,2224,5032,0,0,0,5032,872,4387,3941
2024-09-22 13:38:54,5016,592,2969,2596,5024,0,0,0,5024,896,4501,4221
2024-09-22 13:38:55,5064,384,1941,2268,5056,0,0,0,5056,768,3883,4052
2024-09-22 13:38:56,5008,624,3124,2696,5008,0,0,0,5016,928,4654,4353
2024-09-22 13:38:57,5008,584,2924,2810,5016,0,0,0,5016,904,4534,4443
2024-09-22 13:38:58,5024,560,2813,2811,5024,0,0,0,5032,872,4387,4415
2024-09-22 13:38:59,5008,616,3084,2947,5016,0,0,0,5016,920,4614,4514
2024-09-22 13:39:00,5016,560,2808,2877,5024,0,0,0,5024,920,4662,4588
2024-09-22 13:39:01,5056,392,1981,2429,5056,0,0,0,5056,760,3842,4215
2024-09-22 13:39:02,5008,600,3004,2716,5016,0,0,0,5016,920,4614,4414
2024-09-22 13:39:03,5024,560,2813,2764,5024,0,0,0,5032,872,4387,4400
2024-09-22 13:39:04,5016,592,2964,2864,5016,0,0,0,5016,912,4574,4487
2024-09-22 13:39:05,5000,624,3080,2972,5008,0,0,0,5008,944,4727,4607
2024-09-22 13:39:06,5024,600,3014,2993,5024,0,0,0,5032,896,4508,4557
2024-09-22 13:39:07,5008,608,3120,3056,5008,0,0,0,5016,944,4694,4625
2024-09-22 13:39:08,5024,568,2853,2954,5024,0,0,0,5024,880,4421,4523
2024-09-22 13:39:09,5008,584,2924,2939,5008,0,0,0,5016,928,4654,4588
2024-09-22 13:39:10,5024,600,3014,2976,5024,0,0,0,5032,896,4508,4548
2024-09-22 13:39:11,5056,432,2180,2578,5048,0,0,0,5048,808,4078,4313
2024-09-22 13:39:12,5008,584,2924,2751,5016,0,0,0,5016,912,4654,4483
2024-09-22 13:39:13,5016,600,3009,2880,5016,0,0,0,5024,904,4541,4512
2024-09-22 13:39:14,5008,600,3004,2942,5016,0,0,0,5016,920,4614,4563
2024-09-22 13:39:15,5008,592,2964,2953,5016,0,0,0,5016,912,4614,4588
2024-09-22 13:39:16,5024,600,3014,2983,5024,0,0,0,5032,904,4548,4568
2024-09-22 13:39:17,5000,600,3000,2991,5008,0,0,0,5008,936,4687,4627
2024-09-22 13:39:18,5016,560,2808,2899,5016,0,0,0,5024,888,4461,4544
2024-09-22 13:39:19,4992,648,3234,3066,5000,0,0,0,5008,968,4807,4675
2024-09-22 13:39:20,4992,632,3115,3090,5000,0,0,0,5008,952,4727,4701
2024-09-22 13:39:21,5096,272,1426,2258,5088,0,0,0,5080,680,3489,4095
2024-09-22 13:39:22,5016,608,3049,2653,5024,0,0,0,5032,856,4314,4204
2024-09-22 13:39:23,5008,592,2964,2808,5008,0,0,0,5016,928,4614,4409
2024-09-22 13:39:24,5008,600,3004,2906,5008,0,0,0,5016,928,4654,4531
2024-09-22 13:39:25,5008,608,3044,2975,5008,0,0,0,5016,936,4694,4612
2024-09-22 13:39:26,5024,600,3014,2994,5024,0,0,0,5032,904,4548,4580
2024-09-22 13:39:27,5096,312,1589,2291,5104,0,0,0,5104,592,3021,3800
2024-09-22 13:39:28,5088,368,1831,2061,5096,0,0,0,5104,624,3184,3492
2024-09-22 13:39:29,5000,640,3200,2630,5000,0,0,0,5008,960,4807,4149
2024-09-22 13:39:30,5024,600,2978,2804,5040,0,0,0,5048,808,4085,4117
2024-09-22 13:39:31,5016,600,2974,2889,5032,0,0,0,5040,848,4233,4175
2024-09-22 13:39:32,5008,616,3084,2986,5016,0,0,0,5016,920,4614,4394
2024-09-22 13:39:33,5016,600,3009,2997,5016,0,0,0,5024,896,4501,4447
2024-09-22 13:39:34,5016,544,2728,2862,5024,0,0,0,5024,896,4501,4474
2024-09-22 13:39:35,5088,304,1584,2223,5080,0,0,0,5072,704,3611,4042
2024-09-22 13:39:36,5008,624,3124,2673,5008,0,0,0,5016,928,4654,4348
2024-09-22 13:39:37,5096,344,1712,2192,5096,0,0,0,5104,600,3067,3707
2024-09-22 13:39:38,5000,624,3120,2656,5000,0,0,0,5008,952,4767,4237
2024-09-22 13:39:39,4992,648,3234,2945,5000,0,0,0,5008,968,4847,4542
2024-09-22 13:39:40,5008,608,3044,2994,5008,0,0,0,5016,928,4654,4598
2024-09-22 13:39:41,5008,608,3044,3019,5016,0,0,0,5016,920,4614,4606
2024-09-22 13:39:42,5016,608,3049,3034,5024,0,0,0,5024,904,4541,4573
2024-09-22 13:39:43,5008,664,3325,3179,5008,0,0,0,5016,952,4775,4674
2024-09-22 13:39:44,5008,584,2924,3051,5016,0,0,0,5016,912,4574,4624
2024-09-22 13:39:45,5008,592,2964,3007,5016,0,0,0,5016,912,4574,4599
2024-09-22 13:39:46,5008,592,2964,2985,5008,0,0,0,5016,920,4614,4606
2024-09-22 13:39:47,5008,616,3084,3034,5008,0,0,0,5016,928,4654,4630
2024-09-22 13:39:48,5032,568,2858,2946,5032,0,0,0,5032,880,4428,4529
2024-09-22 13:39:49,5016,576,2889,2917,5016,0,0,0,5016,912,4574,4551
2024-09-22 13:39:50,5000,592,2964,2940,5008,0,0,0,5016,928,4654,4602
2024-09-22 13:39:51,5024,592,2974,2957,5024,0,0,0,5032,896,4508,4555
2024-09-22 13:39:52,5008,608,3040,2998,5008,0,0,0,5008,912,4567,4561
2024-09-22 13:39:53,5008,608,3044,3021,5016,0,0,0,5016,912,4574,4567
2024-09-22 13:39:54,5000,600,3004,3012,5008,0,0,0,5000,976,4847,4707
2024-09-22 13:39:55,5048,448,2257,2634,5040,0,0,0,5040,840,4233,4470
2024-09-22 13:39:56,5032,560,2817,2725,5032,0,0,0,5032,872,4387,4428
2024-09-22 13:39:57,5024,560,2813,2769,5024,0,0,0,5024,880,4421,4424
2024-09-22 13:39:58,5000,600,3000,2884,5008,0,0,0,5008,936,4727,4575
2024-09-22 13:39:59,5000,584,2960,2922,5008,0,0,0,5008,936,4687,4631
2024-09-22 13:40:00,5008,592,2964,2943,5008,0,0,0,5016,928,4654,4642
2024-09-22 13:40:01,5072,376,1941,2442,5056,0,0,0,5056,776,3957,4299
2024-09-22 13:40:02,5024,600,2978,2710,5040,0,0,0,5056,808,4085,4192
2024-09-22 13:40:03,5024,600,3014,2862,5024,0,0,0,5032,904,4541,4366
2024-09-22 13:40:04,5008,584,2924,2893,5016,0,0,0,5016,920,4614,4490
2024-09-22 13:40:05,5008,592,2964,2928,5008,0,0,0,5016,920,4614,4552
2024-09-22 13:40:06,5024,560,2813,2870,5032,0,0,0,5032,872,4387,4469
2024-09-22 13:40:07,5072,352,1823,2346,5064,0,0,0,5056,744,3761,4115
2024-09-22 13:40:08,5032,552,2773,2559,5032,0,0,0,5032,864,4347,4231
2024-09-22 13:40:09,5144,152,781,1670,5144,0,0,0,5136,456,2342,3286
2024-09-22 13:40:10,5024,552,2773,2221,5024,0,0,0,5032,872,4380,3833
2024-09-22 13:40:11,4984,656,3269,2745,4992,0,0,0,5000,976,4840,4336
2024-09-22 13:40:12,5024,552,2813,2779,5032,0,0,0,5032,864,4347,4341
2024-09-22 13:40:13,5024,520,2612,2695,5032,0,0,0,5032,872,4380,4360
2024-09-22 13:40:14,5016,600,3009,2852,5016,0,0,0,5024,904,4541,4450
2024-09-22 13:40:15,5008,600,3004,2928,5016,0,0,0,5016,944,4694,4572
